Country,City,Habitat,Point,Temperature,Elevation,Day,Month,Year,hours,minutes,English_Name,age,sex,Count,Sight,Remarks,Audio,Additional_comments
Myanmar,Mawlamyine,UC,MAWUC05,26,,9,3,2019,7,24,Little Green Bee-eater,n/a ,n/a,2,y,,n,
Myanmar,Mawlamyine,UC,MAWUC05,26,,9,3,2019,7,24,Oriental Magpie Robin ,n/a ,n/a,1,y,On Tree,n,
Myanmar,Mawlamyine,UC,MAWUC05,26,,9,3,2019,7,24,Rock Pigeon,n/a ,n/a,1,y,Flying over,n,
Myanmar,Mawlamyine,UC,MAWUC06,28,,9,3,2019,7,43,Asian Brown Flycatcher,n/a,n/a,1,y,On the tree,n,
Myanmar,Mawlamyine,UC,MAWUC06,28,,9,3,2019,7,43,Black Drongo,n/a,n/a,1,y,Flying over,n,
Myanmar,Mawlamyine,UC,MAWUC06,28,,9,3,2019,7,43,Common Iora,n/a,n/a,1,y,,n,
Myanmar,Mawlamyine,UC,MAWUC06,28,,9,3,2019,7,43,Common Tailorbird,n/a,n/a,1,y,,n,
Myanmar,Mawlamyine,UC,MAWUC06,28,,9,3,2019,7,43,Coppersmith Barbet,n/a,n/a,2,y,,n,
Myanmar,Mawlamyine,UC,MAWUC06,28,,9,3,2019,7,43,Little Green Bee-eater,n/a,n/a,1,y,Flying over,n,
Myanmar,Mawlamyine,UC,MAWUC06,28,,9,3,2019,7,43,Red-vented Bulbul,n/a,n/a,3,y,"On the tree, Flying over",n,
Myanmar,Mawlamyine,UC,MAWUC06,28,,9,3,2019,7,43,Red-whiskered Bulbul,n/a,n/a,1,y,On the tree,n,
Myanmar,Mawlamyine,UC,MAWUC06,28,,9,3,2019,7,43,Spotted Dove,n/a,n/a,2,y,On the tree,n,
Myanmar,Mawlamyine,UC,MAWUC08,28,,9,3,2019,8,2,Black Drongo,n/a,n/a,3,y,On the tree,n,
Myanmar,Mawlamyine,UC,MAWUC08,28,,9,3,2019,8,2,Black-naped Oriole,n/a,n/a,1,y,On the tree,n,
Myanmar,Mawlamyine,UC,MAWUC08,28,,9,3,2019,8,2,Common Iora,n/a,n/a,2,y,On the tree,n,
Myanmar,Mawlamyine,UC,MAWUC08,28,,9,3,2019,8,2,Common Myna,n/a,n/a,2,y,On the tree,n,
Myanmar,Mawlamyine,UC,MAWUC08,28,,9,3,2019,8,2,House Crow,n/a,n/a,2,y,Flying over,n,
Myanmar,Mawlamyine,UC,MAWUC08,28,,9,3,2019,8,2,Olive-backed Sunbird,n/a,n/a,1,y,On the tree,n,
Myanmar,Mawlamyine,UC,MAWUC08,28,,9,3,2019,8,2,Oriole,Juvenile,n/a,1,y,On the tree,n,
Myanmar,Mawlamyine,UC,MAWUC08,28,,9,3,2019,8,2,Red-vented Bulbul,n/a,n/a,1,y,On the tree,n,
Myanmar,Mawlamyine,UC,MAWUC08,28,,9,3,2019,8,2,Red-whiskered Bulbul,n/a,n/a,2,y,On the tree,n,
Myanmar,Mawlamyine,UC,MAWUC09,30,,9,3,2019,8,18,Ayerwaddy Bulbul,n/a,n/a,2,y,On the tree,n,
Myanmar,Mawlamyine,UC,MAWUC09,30,,9,3,2019,8,18,Common Myna,n/a,n/a,4,y,On the tree,n,
Myanmar,Mawlamyine,UC,MAWUC09,30,,9,3,2019,8,18,Eurasian Tree Sparrow,n/a,n/a,4,y,On the tree,n,
Myanmar,Mawlamyine,UC,MAWUC09,30,,9,3,2019,8,18,Greater Coucal,n/a,n/a,1,n,,y,
Myanmar,Mawlamyine,UC,MAWUC09,30,,9,3,2019,8,18,Oriental Magpie Robin,n/a,n/a,1,y,On the tree,n,
Myanmar,Mawlamyine,UC,MAWUC09,30,,9,3,2019,8,18,Red-vented Bulbul,n/a,n/a,1,y,On the tree,n,
Myanmar,Mawlamyine,UC,MAWUC09,30,,9,3,2019,8,18,Red-whiskered Bulbul,n/a,n/a,3,y,"On the tree, Flying over",n,
Myanmar,Mawlamyine,UC,MAWUC09,30,,9,3,2019,8,18,Scarlet-backed Flowerpecker,n/a,n/a,1,y,Flying over,n,
Myanmar,Mawlamyine,UC,MAWUC09,30,,9,3,2019,8,18,Spotted Dove,n/a,n/a,1,y,On the tree,n,
Myanmar,Mawlamyine,UC,MAWUC09,30,,9,3,2019,8,18,White-throated Kingfisher,n/a,n/a,1,y,On the tree,n,
Myanmar,Mawlamyine,UC,MAWUC10,32,,9,3,2019,8,39,Black Drongo,n/a,n/a,1,y,On the tree,n,
Myanmar,Mawlamyine,UC,MAWUC10,32,,9,3,2019,8,39,Common Myna,n/a,n/a,1,y,On the root,n,
Myanmar,Mawlamyine,UC,MAWUC10,32,,9,3,2019,8,39,Coppersmith Barbet,n/a,n/a,1,n,,y,
Myanmar,Mawlamyine,UC,MAWUC10,32,,9,3,2019,8,39,Eurasian Tree Sparrow,n/a,n/a,10,y,On the root,n,
Myanmar,Mawlamyine,UC,MAWUC10,32,,9,3,2019,8,39,House Crow,n/a,n/a,2,y ,On the tree,n,
Myanmar,Mawlamyine,UC,MAWUC10,32,,9,3,2019,8,39,Oriental Magpie Robin,n/a,n/a,1,y,On the tree,n,
Myanmar,Mawlamyine,UC,MAWUC10,32,,9,3,2019,8,39,Pond Heron (non-breeding),n/a,n/a,1,y,Flying over,n,
Myanmar,Mawlamyine,UC,MAWUC10,32,,9,3,2019,8,39,Red-vented Bulbul,n/a,n/a,4,y,On the tree,n,
Myanmar,Mawlamyine,UC,MAWUC10,32,,9,3,2019,8,39,Spotted Dove,n/a,n/a,2,y,On the tree,n,
Myanmar,Mawlamyine,UC,MAWUC10,32,,9,3,2019,8,39,Swift,n/a,n/a,1,y,Flying over,n,
Myanmar,Mawlamyine,MH,MAWMH03,23,,10,3,2019,5,46,Indian Nightjar,n/a,n/a,3,n,,y,Loud speaker noise on the hill
Myanmar,Mawlamyine,MH,MAWMH03,23,,10,3,2019,5,46,Red-whiskered Bulbul,n/a,n/a,1,n,,y,
Myanmar,Mawlamyine,MH,MAWMH04,23,,10,3,2019,6,9,Common Iora,n/a,n/a,1,n,,y,
Myanmar,Mawlamyine,MH,MAWMH04,23,,10,3,2019,6,9,Little Green Bee-eater,n/a,n/a,1,n,,y,
Myanmar,Mawlamyine,MH,MAWMH04,23,,10,3,2019,6,9,Olive-backed Sunbird,n/a,n/a,2,y,Flying over,n,
Myanmar,Mawlamyine,MH,MAWMH04,23,,10,3,2019,6,9,Red-vented Bulbul,n/a,n/a,3,n,,y,
Myanmar,Mawlamyine,MH,MAWMH07,21,,10,3,2019,6,29,Black Drongo,n/a,n/a,5,y,Flying over,n,
Myanmar,Mawlamyine,MH,MAWMH07,21,,10,3,2019,6,29,Little Green Bee-eater,n/a,n/a,1,y,,n,
Myanmar,Mawlamyine,MH,MAWMH07,21,,10,3,2019,6,29,Red-whiskered Bulbul,n/a,n/a,4,y,,y,
Myanmar,Mawlamyine,MH,MAWMH07,21,,10,3,2019,6,29,Thick-billed Green-pigeon,n/a,n/a,4,y,On the tree,n,
Myanmar,Mawlamyine,MH,MAWMH08,22,,10,3,2019,6,50,Red-vented Bulbul,n/a,n/a,3,y,,n,
Myanmar,Mawlamyine,MH,MAWMH08,22,,10,3,2019,6,50,Red-whiskered Bulbul,n/a,n/a,2,y,On the tree,n,
Myanmar,Mawlamyine,MH,MAWMH09,22,,10,3,2019,7,8,Ayerwaddy Bulbul,n/a,n/a,1,y,,n,
Myanmar,Mawlamyine,MH,MAWMH09,22,,10,3,2019,7,8,Black Drongo,n/a,n/a,1,y,Flying over,n,
Myanmar,Mawlamyine,MH,MAWMH09,22,,10,3,2019,7,8,Lineated Barbet,n/a,n/a,1,y,,n,
Myanmar,Mawlamyine,MH,MAWMH09,22,,10,3,2019,7,8,Olive-backed Pipit ,n/a,n/a,1,y,On the tree,n,
Myanmar,Mawlamyine,MH,MAWMH09,22,,10,3,2019,7,8,Red-vented Bulbul,n/a,n/a,4,y,On the tree,n,
Myanmar,Mawlamyine,MH,MAWMH09,22,,10,3,2019,7,8,Red-whiskered Bulbul,n/a,n/a,3,y,,n,
Myanmar,Mawlamyine,MH,MAWMH09,22,,10,3,2019,7,8,Spotted Dove,n/a,n/a,1,y,Flying over,n,
Myanmar,Mawlamyine,MH,MAWMH10,24,,10,3,2019,7,26,Black Drongo,n/a,n/a,1,y,On the tree,n,
Myanmar,Mawlamyine,MH,MAWMH10,24,,10,3,2019,7,26,Black-crested Bulbul,n/a,n/a,2,y,On the tree,n,
Myanmar,Mawlamyine,MH,MAWMH10,24,,10,3,2019,7,26,Common Kestrel,n/a,n/a,1,y,On the tree,n,
Myanmar,Mawlamyine,MH,MAWMH10,24,,10,3,2019,7,26,Dusky Warbler,n/a,n/a,1,n,,y,
Myanmar,Mawlamyine,MH,MAWMH10,24,,10,3,2019,7,26,Lineated Barbet,n/a,n/a,1,n,,y,
Myanmar,Mawlamyine,MH,MAWMH10,24,,10,3,2019,7,26,Red-vented Bulbul,n/a,n/a,2,y,Flying over,n,
Myanmar,Mawlamyine,MH,MAWMH10,24,,10,3,2019,7,26,Red-whiskered Bulbul,n/a,n/a,2,y,,n,
Myanmar,Mawlamyine,MH,MAWMH10,24,,10,3,2019,7,26,Rocket-tailed Treepie,n/a,n/a,2,y,On the tree,n,
Myanmar,Mawlamyine,MH,MAWMH05,24,,10,3,2019,8,10,Black Drongo,n/a,n/a,3,y,Flying over,n,
Myanmar,Mawlamyine,MH,MAWMH05,24,,10,3,2019,8,10,Black-crested Bulbul,n/a,n/a,2,y,"On the tree, Flying over",n,
Myanmar,Mawlamyine,MH,MAWMH05,24,,10,3,2019,8,10,Common Tailorbird,n/a,n/a,1,y,On the tree,n,
Myanmar,Mawlamyine,MH,MAWMH05,24,,10,3,2019,8,10,Olive-backed Sunbird,n/a,n/a,2,y,On the tree,n,
Myanmar,Mawlamyine,MH,MAWMH05,24,,10,3,2019,8,10,Red Junglefowl,n/a,n/a,1,n,,y,
Myanmar,Mawlamyine,MH,MAWMH05,24,,10,3,2019,8,10,Red-whiskered Bulbul,n/a,n/a,1,y,,n,
Myanmar,Mawlamyine,MH,MAWMH05,24,,10,3,2019,8,10,Stripe-throated Bulbul,n/a,n/a,2,y,On the tree,n,
Myanmar,Mawlamyine,MH,MAWMH06,24,,10,3,2019,8,27,Black Drongo,n/a,n/a,3,y,Flying over,n,
Myanmar,Mawlamyine,MH,MAWMH06,24,,10,3,2019,8,27,Red-vented Bulbul,n/a,n/a,5,y,On the tree,n,
Myanmar,Mawlamyine,MH,MAWMH06,24,,10,3,2019,8,27,Red-whiskered Bulbul,n/a,n/a,1,n,,y,
Myanmar,Mawlamyine,MH,MAWMH02,28,,10,3,2019,9,4,Common Kestrel,n/a,n/a,1,y,Flying over,n,
Myanmar,Mawlamyine,MH,MAWMH02,28,,10,3,2019,9,4,Puff-throated Babbler,n/a,n/a,1,n,,y,
Myanmar,Mawlamyine,MH,MAWMH02,28,,10,3,2019,9,4,Red-vented Bulbul,n/a,n/a,2,n,,y,
Myanmar,Mawlamyine,MH,MAWMH02,28,,10,3,2019,9,4,Red-whiskered Bulbul,n/a,n/a,2,y,,n,
Myanmar,Mawlamyine,MH,MAWMH02,28,,10,3,2019,9,4,Warbler sp.,n/a,n/a,1,y,On the tree,n,
Myanmar,Mawlamyine,MH,MAWMH01,29,,10,3,2019,9,25,Common Iora,n/a,n/a,1,n,,y,
Myanmar,Mawlamyine,PF,MAWPF08,19,,11,3,2019,6,3,Asian Palm Swift,n/a,n/a,1,y,,n,
Myanmar,Mawlamyine,PF,MAWPF08,19,,11,3,2019,6,3,Black Drongo,n/a,n/a,2,y,Flying Over,n,
Myanmar,Mawlamyine,PF,MAWPF08,19,,11,3,2019,6,3,Common Myna,n/a,n/a,6,y,On Wire Line,y,
Myanmar,Mawlamyine,PF,MAWPF08,19,,11,3,2019,6,3,Eastern Stonechat,n/a,n/a,1,y,Ground,n,
Myanmar,Mawlamyine,PF,MAWPF08,19,,11,3,2019,6,3,Pied Bushchat,n/a,n/a,1,y,Ground,n,
Myanmar,Mawlamyine,PF,MAWPF08,19,,11,3,2019,6,3,Red-whiskered Bulbul,n/a,n/a,11,y,,n,
Myanmar,Mawlamyine,PF,MAWPF07,19,,11,3,2019,6,27,Asian Palm Swift,n/a,n/a,4,y,Flying Over,n,
Myanmar,Mawlamyine,PF,MAWPF07,19,,11,3,2019,6,27,Black Drongo,n/a,n/a,3,y,Flying Over,n,
Myanmar,Mawlamyine,PF,MAWPF07,19,,11,3,2019,6,27,Common Myna,n/a,n/a,2,y,On Tree,n,
Myanmar,Mawlamyine,PF,MAWPF07,19,,11,3,2019,6,27,Eastern Stonechat,n/a,Female,1,y,Flying Over,n,
Myanmar,Mawlamyine,PF,MAWPF07,19,,11,3,2019,6,27,House Sparrow,n/a,n/a,3,n,,y,
Myanmar,Mawlamyine,PF,MAWPF07,19,,11,3,2019,6,27,Oriental Honey-buzzard,n/a,n/a,1,y,Flying Over,n,
Myanmar,Mawlamyine,PF,MAWPF07,19,,11,3,2019,6,27,Oriental Magpie Robin,n/a,n/a,1,y ,On Tree,n,
Myanmar,Mawlamyine,PF,MAWPF07,19,,11,3,2019,6,27,Red-vented Bulbul,n/a,n/a,2,y,On Tree,y,
Myanmar,Mawlamyine,PF,MAWPF07,19,,11,3,2019,6,27,Red-whiskered Bulbul,n/a,n/a,1,n,,y,
Myanmar,Mawlamyine,PF,MAWPF07,19,,11,3,2019,6,27,Scaly-breasted Munia,n/a,n/a,3,y,On Haystack,n,
Myanmar,Mawlamyine,PF,MAWPF07,19,,11,3,2019,6,27,Zitting Cisticola,n/a,n/a,1,n,,y,
Myanmar,Mawlamyine,PF,MAWPF06,20,,11,3,2019,6,47,Barn Swallow ,n/a,n/a,8,y,On Wire Line,n,
Myanmar,Mawlamyine,PF,MAWPF06,20,,11,3,2019,6,47,Black Drongo,n/a,n/a,3,y,On Wire Line,n,
Myanmar,Mawlamyine,PF,MAWPF06,20,,11,3,2019,6,47,Common Myna,n/a,n/a,2,y,On Wire Line,n,
Myanmar,Mawlamyine,PF,MAWPF06,20,,11,3,2019,6,47,Eastern Stonechat,n/a,"Male, Female",3,y,On Bush,n,
Myanmar,Mawlamyine,PF,MAWPF06,20,,11,3,2019,6,47,Oriental Honey-buzzard,n/a,n/a,1,y,Flying Over,n,
Myanmar,Mawlamyine,PF,MAWPF06,20,,11,3,2019,6,47,Red-vented Bulbul,n/a,n/a,4,y,On Wire Line,n,
Myanmar,Mawlamyine,PF,MAWPF06,20,,11,3,2019,6,47,Spotted Dove,n/a,n/a,1,y,Flying Over,n,
Myanmar,Mawlamyine,PF,MAWPF05,20,,11,3,2019,7,9,Barn Swallow,n/a,n/a,2,y,Flying Over,n,
Myanmar,Mawlamyine,PF,MAWPF05,20,,11,3,2019,7,9,Bluethroat,n/a,n/a,2,y,On ground,n,
Myanmar,Mawlamyine,PF,MAWPF05,20,,11,3,2019,7,9,Brown Shrike,n/a,n/a,2,y,On Tree,n,
Myanmar,Mawlamyine,PF,MAWPF05,20,,11,3,2019,7,9,Common Myna,n/a,n/a,3,y,On Tree,n,
Myanmar,Mawlamyine,PF,MAWPF05,20,,11,3,2019,7,9,Eastern Stonechat,n/a,"Male, Female",4,y,On Grass,n,
Myanmar,Mawlamyine,PF,MAWPF05,20,,11,3,2019,7,9,Little Green Bee-eater,n/a,n/a,1,y,On Wire Line,n,
Myanmar,Mawlamyine,PF,MAWPF05,20,,11,3,2019,7,9,Pied Bushchat,n/a,Female,2,y,On Bush,n,
Myanmar,Mawlamyine,PF,MAWPF05,20,,11,3,2019,7,9,Plain Prinia,n/a,n/a,1,y,On Tree,n,
Myanmar,Mawlamyine,PF,MAWPF05,20,,11,3,2019,7,9,Scaly-breasted Munia,n/a,n/a,2,y,"On Tree, On Ground",n,
Myanmar,Mawlamyine,PF,MAWPF01,22,,11,3,2019,7,39,Asian Palm Swift,n/a,n/a,3,y,Flying Over,n,
Myanmar,Mawlamyine,PF,MAWPF01,22,,11,3,2019,7,39,Barn Swallow,n/a,n/a,1,y,Flying Over,n,
Myanmar,Mawlamyine,PF,MAWPF01,22,,11,3,2019,7,39,Black Drongo,n/a,n/a,5,y,On Cow,n,
Myanmar,Mawlamyine,PF,MAWPF01,22,,11,3,2019,7,39,Eastern Stonechat,n/a,n/a,2,y,On Paddyfield,n,
Myanmar,Mawlamyine,PF,MAWPF01,22,,11,3,2019,7,39,Red-vented Bulbul,n/a,n/a,2,y,Flying Over,n,
Myanmar,Mawlamyine,PF,MAWPF01,22,,11,3,2019,7,39,Scaly-breasted Munia,n/a,n/a,7,y,Flying Over,n,
Myanmar,Mawlamyine,PF,MAWPF01,22,,11,3,2019,7,39,Zitting Cisticola,n/a,n/a,1,y,On Paddyfield,n,
Myanmar,Mawlamyine,PF,MAWPF02,23,,11,3,2019,7,57,Barn Swallow,n/a,n/a,1,y,Flying Over,n,Noise
Myanmar,Mawlamyine,PF,MAWPF02,23,,11,3,2019,7,57,Black Drongo,n/a,n/a,1,y,On Cow,n,Noise
Myanmar,Mawlamyine,PF,MAWPF02,23,,11,3,2019,7,57,Chestnut Munia,n/a,n/a,2,y,On Paddyfield,n,Noise
Myanmar,Mawlamyine,PF,MAWPF02,23,,11,3,2019,7,57,Eastern Stonechat,n/a,n/a,3,y,Flying Over,n,Noise
Myanmar,Mawlamyine,PF,MAWPF02,23,,11,3,2019,7,57,Pipit sp.,n/a,n/a,1,y,On Paddyfield,n,Noise
Myanmar,Mawlamyine,PF,MAWPF02,23,,11,3,2019,7,57,Plain Prinia,n/a,n/a,1,y,On Paddyfield,n,Noise
Myanmar,Mawlamyine,PF,MAWPF03,24,,11,3,2019,8,14,Asian Palm Swift,n/a,n/a,5,y,Flying Over,n,
Myanmar,Mawlamyine,PF,MAWPF03,24,,11,3,2019,8,14,Black Drongo,n/a,n/a,5,y,On Tree,n,
Myanmar,Mawlamyine,PF,MAWPF03,24,,11,3,2019,8,14,Black Kite,n/a,n/a,1,y,Flying Over,n,
Myanmar,Mawlamyine,PF,MAWPF03,24,,11,3,2019,8,14,Common Myna,n/a,n/a,3,y,On Tree,n,
Myanmar,Mawlamyine,PF,MAWPF03,24,,11,3,2019,8,14,Intermediate Egret,n/a,n/a,1,y,Flying Over,n,
Myanmar,Mawlamyine,PF,MAWPF03,24,,11,3,2019,8,14,Zitting Cisticola,n/a,n/a,3,y,On Farm,n,
Myanmar,Mawlamyine,PF,MAWPF04,26,,11,3,2019,8,30,Asian Palm Swift,n/a,n/a,4,y,Flying Over,n,
Myanmar,Mawlamyine,PF,MAWPF04,26,,11,3,2019,8,30,Black Drongo,n/a,n/a,5,y,Flying Over,n,
Myanmar,Mawlamyine,PF,MAWPF04,26,,11,3,2019,8,30,Cattle Egret,n/a,n/a,9,y,On Farm,n,
Myanmar,Mawlamyine,PF,MAWPF04,26,,11,3,2019,8,30,Common Myna,n/a,n/a,2,y,Flying Over,n,
Myanmar,Mawlamyine,PF,MAWPF04,26,,11,3,2019,8,30,Little Egret,n/a,n/a,1,y,On Farm,n,
Myanmar,Mawlamyine,PF,MAWPF04,26,,11,3,2019,8,30,Plaintive Cuckoo,n/a,"Male, Female",2,y,On Farm,n,
Myanmar,Mawlamyine,PF,MAWPF04,26,,11,3,2019,8,30,Eastern Stonechat,n/a,n/a,1,y,On Farm,n,
Myanmar,Mawlamyine,PF,MAWPF10,27,,11,3,2019,9,6,Asian Palm Swift,n/a,n/a,2,y,Flying Over,n,
Myanmar,Mawlamyine,PF,MAWPF10,27,,11,3,2019,9,6,Black Drongo,n/a,n/a,1,y,On Farm,y,
Myanmar,Mawlamyine,PF,MAWPF10,27,,11,3,2019,9,6,Black Kite,n/a,n/a,1,y,Flying Over,n,
Myanmar,Mawlamyine,PF,MAWPF10,27,,11,3,2019,9,6,Common Myna,n/a,n/a,2,y ,On Tree,n,
Myanmar,Mawlamyine,PF,MAWPF10,27,,11,3,2019,9,6,Eastern Stonechat,n/a,Female,1,y,On Farm,y,
Myanmar,Mawlamyine,PF,MAWPF10,27,,11,3,2019,9,6,Jungle Crow,n/a,n/a,1,n,,y,
Myanmar,Mawlamyine,PF,MAWPF10,27,,11,3,2019,9,6,Plaintive Cuckoo,n/a,Male,6,y,Near Lake,y,
Myanmar,Mawlamyine,PF,MAWPF09,28,,11,3,2019,9,29,Asian Palm Swift,n/a,n/a,5,y,"On Farm, Flying Over",n,
Myanmar,Mawlamyine,PF,MAWPF09,28,,11,3,2019,9,29,Black Drongo,n/a,n/a,3,y,"On Cow, On Wire Line",n,
Myanmar,Mawlamyine,PF,MAWPF09,28,,11,3,2019,9,29,Brown Shrike,n/a,n/a,1,n,,y,
Myanmar,Mawlamyine,PF,MAWPF09,28,,11,3,2019,9,29,Common Myna,n/a,n/a,2,y,Flying Over,n,
Myanmar,Mawlamyine,PF,MAWPF09,28,,11,3,2019,9,29,Eastern Stonechat,n/a,"Male, Female",2,y,On Farm,n,
Myanmar,Mawlamyine,PF,MAWPF09,28,,11,3,2019,9,29,Jungle Crow,n/a,n/a,1,n,,y,
Myanmar,Mawlamyine,PF,MAWPF09,28,,11,3,2019,9,29,Red-vented Bulbul,n/a,n/a,2,y,On Farm,n,
Myanmar,Mawlamyine,PF,MAWPF09,28,,11,3,2019,9,29,Rock Pigeon ,n/a,n/a,3,y,"Flying Over, On Wire Line",n,
